id,price,accommodates,bedrooms,number_of_reviews,room_type
1334185450788906422,680.0,2,1.0,3,Private room
1268947835385568100,169.0,3,1.0,3,Shared room
40035674,932.0,2,1.0,92,Entire home/apt
702208572703421421,1038.0,2,1.0,22,Entire home/apt
732642471226928332,3126.0,6,3.0,111,Entire home/apt
557144743958496435,383.0,2,1.0,134,Private room
53130627,3615.0,2,1.0,43,Entire home/apt
1483598682955095247,1692.0,4,2.0,0,Entire home/apt
1141708127867256507,1089.0,2,1.0,0,Private room
782042912175774279,404.0,2,1.0,49,Private room
1501085586885431113,1801.0,2,1.0,0,Private room
17155875,810.0,2,1.0,434,Entire home/apt
34578706,986.0,4,2.0,125,Entire home/apt
662484079071362847,800.0,3,2.0,0,Entire home/apt
12831105,322.0,2,1.0,79,Private room
775481779145384929,1774.0,4,2.0,64,Entire home/apt
1452241298787476621,1658.0,2,0.0,0,Entire home/apt
1483574580147266114,849.0,14,3.0,0,Entire home/apt
1441552373154969813,1300.0,2,1.0,5,Private room
755803103200024183,1800.0,6,3.0,30,Entire home/apt
46264514,855.0,4,2.0,127,Entire home/apt
1334163467186632004,2474.0,2,1.0,6,Entire home/apt
22733793,408.0,2,1.0,3,Private room
1412442330474256925,617.0,2,1.0,2,Private room
1511974541165405385,830.0,2,1.0,0,Entire home/apt
668717503857355834,926.0,6,1.0,59,Entire home/apt
816953797844955809,2000.0,2,1.0,0,Entire home/apt
1422736303769089712,908.0,2,1.0,16,Entire home/apt
1076232923995031367,2620.0,4,2.0,7,Entire home/apt
966739207554807654,372.0,1,1.0,10,Shared room
607833,368.0,2,1.0,6,Private room
984368772224206474,2811.0,3,1.0,1,Entire home/apt
1429302935981827707,1225.0,2,1.0,23,Entire home/apt
729405398242215505,2226.0,6,2.0,173,Entire home/apt
915222587103599439,1235.0,2,1.0,21,Entire home/apt
7380944,2000.0,4,2.0,2,Entire home/apt
720303307010662815,1102.0,4,2.0,56,Entire home/apt
31242725,420.0,2,1.0,0,Private room
1112413457459364362,855.0,2,1.0,18,Entire home/apt
1106694952013340324,1805.0,5,2.0,49,Entire home/apt
1309601326208874008,2234.0,4,2.0,6,Entire home/apt
1369934537858046225,748.0,2,1.0,11,Private room
1377049344920623531,2727.0,2,1.0,0,Private room
1437143820226985887,2586.0,4,2.0,0,Entire home/apt
1181341317110921967,964.0,2,1.0,42,Entire home/apt
615923292170759557,1653.0,6,3.0,154,Entire home/apt
45484911,416.0,1,1.0,43,Private room
51230578,1408.0,6,2.0,138,Entire home/apt
1280466278525199203,385.0,2,1.0,10,Entire home/apt
1352969443103198564,830.0,2,1.0,15,Private room
34082897,406.0,2,1.0,161,Private room
1116258856621460327,527.0,2,1.0,4,Private room
1001474672631939036,1308.0,2,1.0,12,Entire home/apt
50640899,854.0,2,1.0,14,Entire home/apt
2558376,1357.0,4,2.0,52,Entire home/apt
50875337,2425.0,4,2.0,137,Entire home/apt
1298129148523809306,5197.0,4,1.0,0,Private room
45252297,608.0,2,1.0,0,Entire home/apt
995788625646908351,702.0,4,3.0,123,Entire home/apt
6914989,1961.0,2,1.0,30,Private room
40588573,772.0,2,1.0,19,Entire home/apt
24869457,1196.0,4,1.0,222,Private room
44999737,1315.0,2,1.0,15,Entire home/apt
26366428,3397.0,2,0.0,0,Entire home/apt
1137150266323812053,3600.0,2,1.0,0,Private room
826985114849996054,21556.0,10,5.0,3,Entire home/apt
1351789514785241974,758.0,3,2.0,4,Entire home/apt
816144066952953281,2620.0,7,4.0,21,Entire home/apt
41749197,651.0,3,1.0,54,Private room
42941453,952.0,2,1.0,1,Private room
16868551,1316.0,3,1.0,567,Entire home/apt
975648975867451342,651.0,1,2.0,14,Private room
1211964168352239992,2664.0,4,2.0,1,Entire home/apt
954618294298425384,725.0,3,1.0,27,Entire home/apt
1393683125518497263,360.0,2,1.0,4,Private room
30901456,3821.0,15,5.0,98,Entire home/apt
1826212,1115.0,4,2.0,103,Entire home/apt
1467872393952226122,1439.0,5,2.0,9,Entire home/apt
950911521290125956,1395.0,4,2.0,65,Entire home/apt
679059789712888662,461.0,8,1.0,32,Private room
1435873809461991439,1312.0,2,1.0,3,Entire home/apt
1233532582237579416,1113.0,4,2.0,16,Entire home/apt
1389490091702669239,1040.0,2,1.0,4,Entire home/apt
1285771549419276640,1242.0,2,1.0,0,Private room
1334168117218385985,1356.0,2,1.0,15,Entire home/apt
41624381,436.0,2,1.0,483,Private room
1127456162260401329,1523.0,6,1.0,9,Entire home/apt
1050907666735648806,389.0,2,1.0,42,Private room
48158832,300.0,1,1.0,16,Private room
21174875,637.0,2,1.0,191,Entire home/apt
51689821,1095.0,6,2.0,81,Entire home/apt
969673586386682070,418.0,1,1.0,16,Private room
45069205,460.0,1,1.0,10,Private room
22159588,645.0,4,2.0,320,Entire home/apt
1484855528498216476,941.0,2,1.0,1,Entire home/apt
1451548600027053290,606.0,2,1.0,0,Private room
1441537378688098633,3203.0,12,5.0,2,Entire home/apt
50852167,1268.0,2,1.0,72,Entire home/apt
18025865,1569.0,3,2.0,27,Entire home/apt
801648106879611879,1243.0,2,1.0,106,Entire home/apt
50374453,750.0,4,1.0,18,Entire home/apt
890609763019922856,1052.0,6,2.0,168,Entire home/apt
31496752,1385.0,2,1.0,292,Entire home/apt
665197643690505315,455.0,1,1.0,71,Private room
913762847537232978,312.0,2,1.0,26,Private room
748057403587958852,1197.0,2,1.0,26,Entire home/apt
908169528839109067,1612.0,2,2.0,0,Private room
21111804,926.0,3,1.0,413,Private room
1228450558280572973,900.0,4,2.0,64,Entire home/apt
1349642141957158412,1233.0,3,2.0,8,Entire home/apt
817425944265372107,880.0,2,1.0,76,Entire home/apt
866815744440001651,1674.0,6,2.0,76,Entire home/apt
30171571,945.0,3,1.0,136,Entire home/apt
44268141,258.0,1,1.0,0,Private room
528054211950911899,2747.0,7,3.0,164,Entire home/apt
758653063299432732,611.0,4,0.0,120,Entire home/apt
51269783,970.0,5,3.0,133,Entire home/apt
1243142821522444147,810.0,3,1.0,9,Entire home/apt
1011150772252746925,858.0,2,1.0,5,Entire home/apt
40101153,585.0,2,1.0,58,Private room
1336592678575048739,682.0,2,1.0,49,Private room
638529292582181889,6988.0,10,3.0,78,Entire home/apt
619737828020835408,3908.0,12,3.0,153,Entire home/apt
1256073323285815762,540.0,1,1.0,1,Shared room
1035167821983647647,339.0,1,1.0,1,Private room
921885928769902869,1341.0,4,2.0,38,Entire home/apt
557544867081352219,336.0,1,1.0,109,Private room
918133930366548345,1070.0,4,2.0,56,Entire home/apt
800826392427356878,684.0,2,1.0,2,Entire home/apt
51043827,400.0,2,1.0,134,Private room
758790943675786952,1354.0,2,1.0,5,Entire home/apt
1177123796550051626,1100.0,2,1.0,53,Entire home/apt
578443922129353454,1393.0,8,2.0,83,Entire home/apt
1325617399254511103,1406.0,4,2.0,16,Entire home/apt
39085498,4992.0,7,4.0,78,Entire home/apt
900991179940754267,763.0,2,1.0,59,Entire home/apt
51215751,2479.0,3,2.0,2,Entire home/apt
51690209,710.0,2,1.0,115,Private room
707354219957353706,1558.0,4,2.0,90,Entire home/apt
1138430642411315352,675.0,1,1.0,5,Private room
1446607553579128271,432.0,3,1.0,0,Private room
52812552,1619.0,2,1.0,182,Entire home/apt
29389439,2063.0,4,1.0,249,Entire home/apt
738311174267247526,1743.0,4,2.0,195,Entire home/apt
706815494690132881,1813.0,5,2.0,98,Entire home/apt
639517643376704742,2031.0,4,2.0,112,Entire home/apt
1398168839632291257,2000.0,2,1.0,0,Entire home/apt
22637120,429.0,2,1.0,10,Entire home/apt
1371571817042628009,1592.0,16,4.0,9,Entire home/apt
45594960,1740.0,4,2.0,63,Entire home/apt
14694596,479.0,2,1.0,17,Private room
1249388407354840088,3988.0,4,2.0,38,Entire home/apt
23421825,2755.0,4,3.0,71,Entire home/apt
646175786452445313,2871.0,4,2.0,52,Entire home/apt
52260452,1399.0,2,1.0,0,Entire home/apt
1275519226623455285,1870.0,6,3.0,5,Entire home/apt
1380660765557891429,1117.0,2,1.0,5,Entire home/apt
727621018791532370,1295.0,4,2.0,88,Entire home/apt
1321026285690481797,5052.0,2,1.0,0,Private room
820995828482227046,214.0,1,1.0,8,Private room
51128837,475.0,1,1.0,67,Entire home/apt
1487003607031885711,1235.0,2,1.0,0,Entire home/apt
23002001,960.0,2,1.0,438,Private room
730336443696823584,612.0,2,1.0,1,Private room
1396548834535087053,585.0,2,1.0,5,Private room
1461670464304347683,580.0,2,1.0,0,Entire home/apt
54127291,713.0,1,1.0,47,Private room
14128875,468.0,2,1.0,104,Entire home/apt
847117304441577756,760.0,2,1.0,106,Entire home/apt
1062616403341302575,869.0,5,2.0,111,Entire home/apt
1110269313923015155,2791.0,10,4.0,0,Entire home/apt
52936953,607.0,2,1.0,44,Private room
765817368282445029,664.0,2,1.0,99,Entire home/apt
35580612,950.0,2,1.0,95,Private room
1432263191542074861,1584.0,4,1.0,3,Entire home/apt
1483116779516776965,998.0,6,2.0,6,Entire home/apt
588404954670534852,1400.0,3,2.0,30,Entire home/apt
1197067039454051041,382.0,1,1.0,4,Private room
562992188819197074,728.0,2,2.0,3,Entire home/apt
1496571095415031393,272.0,2,1.0,1,Private room
795875133258233909,1127.0,4,2.0,79,Entire home/apt
1450253192989899727,1915.0,10,5.0,2,Entire home/apt
1378389421631111214,798.0,2,1.0,19,Entire home/apt
1375499123748108981,1520.0,2,1.0,8,Entire home/apt
18580043,1685.0,5,2.0,241,Entire home/apt
791447602482124777,1420.0,2,1.0,4,Entire home/apt
27873183,950.0,2,1.0,45,Private room
44357810,1143.0,2,1.0,132,Entire home/apt
1418408003731607452,4290.0,2,1.0,0,Private room
1479434096428479833,1858.0,5,2.0,0,Entire home/apt
1450790892530295258,2643.0,6,3.0,9,Entire home/apt
929713567529771714,1575.0,3,1.0,157,Entire home/apt
47272712,3510.0,4,2.0,0,Entire home/apt
897344381099423942,566.0,2,1.0,74,Entire home/apt
1060833315837317878,374.0,3,1.0,36,Private room
23483232,4000.0,14,4.0,283,Entire home/apt
687725115624297167,750.0,5,1.0,86,Entire home/apt
1424328290270409503,493.0,4,1.0,0,Entire home/apt
1390281854987394436,2388.0,6,2.0,0,Entire home/apt
1009320156401900006,1700.0,4,0.0,78,Entire home/apt
1134810239542233344,399.0,1,1.0,1,Private room
758833761780564518,735.0,4,0.0,103,Entire home/apt
52760890,938.0,4,1.0,124,Entire home/apt
1395805467181293420,1728.0,4,2.0,1,Entire home/apt
692452894653923415,618.0,2,1.0,5,Private room
35967099,495.0,2,1.0,26,Private room
870110173054860980,1717.0,4,1.0,22,Entire home/apt
1451543318116050056,798.0,6,2.0,15,Entire home/apt
1090906699694587796,1129.0,4,1.0,196,Entire home/apt
37914621,285.0,1,2.0,25,Private room
1016916634594745052,480.0,1,1.0,0,Entire home/apt
23436746,183.0,1,1.0,22,Private room
1214639870309914648,628.0,2,1.0,30,Private room
1635595,1062.0,3,1.0,72,Entire home/apt
1318410958391047737,315.0,2,1.0,35,Private room
36592713,815.0,4,1.0,203,Entire home/apt
1267651127576864537,622.0,1,1.0,0,Private room
952991573375265329,488.0,2,1.0,61,Private room
1061037664128061575,565.0,3,1.0,9,Entire home/apt
35938221,454.0,2,1.0,78,Entire home/apt
1066199446904492595,1135.0,2,1.0,38,Entire home/apt
1272710254821964512,1046.0,4,1.0,3,Entire home/apt
1120253407348934342,529.0,2,1.0,54,Private room
26124267,2528.0,2,1.0,107,Entire home/apt
52809818,1138.0,4,2.0,46,Entire home/apt
687144022646307024,968.0,5,1.0,101,Entire home/apt
1355343258619066291,360.0,1,1.0,3,Private room
36880774,530.0,2,1.0,218,Private room
957936209823146316,6082.0,2,1.0,1,Private room
31076055,1344.0,2,1.0,51,Entire home/apt
1422008575163499914,1673.0,4,2.0,3,Entire home/apt
637091323939897100,1114.0,3,1.0,23,Entire home/apt
42794424,1627.0,4,2.0,30,Entire home/apt
53116515,456.0,1,1.0,18,Private room
1248963376015188327,366.0,4,1.0,6,Private room
860810094619494414,664.0,2,1.0,20,Entire home/apt
1229405668422228654,1170.0,2,1.0,6,Entire home/apt
1369203090537089230,856.0,2,1.0,4,Entire home/apt
1405357885698190851,1488.0,4,2.0,10,Entire home/apt
26366290,3397.0,2,0.0,1,Entire home/apt
47500165,1680.0,6,1.0,132,Private room
1389138962713179894,2789.0,2,1.0,7,Entire home/apt
5212275,1396.0,3,2.0,11,Entire home/apt
1176486848813349440,540.0,2,1.0,10,Private room
1376980607670962938,1483.0,4,2.0,18,Entire home/apt
1314643821192578431,1163.0,4,2.0,15,Entire home/apt
43156362,1249.0,2,1.0,125,Private room
40922753,502.0,2,1.0,35,Private room
19823607,807.0,2,1.0,551,Private room
646357334828543580,1266.0,6,3.0,34,Entire home/apt
17531462,1153.0,2,1.0,15,Private room
1041072639284424661,342.0,2,1.0,38,Entire home/apt
19565986,907.0,2,1.0,157,Private room
1365546367700917176,2695.0,6,3.0,0,Entire home/apt
25320400,810.0,2,1.0,136,Private room
1496004099430341273,622.0,3,1.0,1,Entire home/apt
15631795,1069.0,5,1.0,34,Private room
1413771703148284569,1020.0,4,3.0,3,Entire home/apt
42206155,1285.0,2,1.0,93,Entire home/apt
53814518,1293.0,2,1.0,98,Entire home/apt
818130171323649062,16115.0,16,8.0,53,Entire home/apt
1340913491944500694,1147.0,3,1.0,9,Entire home/apt
46055981,818.0,2,1.0,144,Entire home/apt
44701135,347.0,1,1.0,820,Private room
1368512780941371243,1115.0,2,1.0,16,Entire home/apt
875584782031617340,426.0,2,1.0,260,Entire home/apt
1010995317729549760,1642.0,7,2.0,17,Entire home/apt
19703122,899.0,2,1.0,97,Entire home/apt
1355285251128612488,1368.0,2,2.0,0,Entire home/apt
21531006,922.0,4,1.0,219,Entire home/apt
20970909,557.0,1,1.0,86,Private room
22807632,1451.0,4,3.0,63,Entire home/apt
557458295499417920,510.0,1,1.0,79,Private room
43357263,935.0,2,1.0,2,Entire home/apt
10232974,650.0,3,1.0,34,Private room
48109551,1421.0,7,2.0,129,Entire home/apt
42916001,882.0,1,1.0,0,Private room
807202708867757186,1039.0,6,3.0,3,Entire home/apt
902897406788431827,1669.0,2,1.0,88,Private room
803772089406772844,2286.0,5,2.0,31,Entire home/apt
1330544759058511284,270.0,2,1.0,19,Private room
52427492,1010.0,6,3.0,41,Entire home/apt
1180568953378368735,376.0,2,1.0,58,Private room
1455925242949090300,444.0,1,1.0,2,Private room
1418931425127690533,855.0,4,2.0,12,Entire home/apt
1467588377259567056,881.0,4,2.0,0,Entire home/apt
1065280112656469556,1340.0,2,1.0,249,Entire home/apt
1108114413943037415,2250.0,3,2.0,2,Entire home/apt
1126002808748882505,1106.0,3,1.0,34,Private room
782804152215760560,1049.0,4,2.0,0,Entire home/apt
1309126060604333445,1639.0,6,3.0,72,Entire home/apt
1260391427696333151,1158.0,2,1.0,13,Entire home/apt
693720706687310850,1100.0,4,2.0,27,Entire home/apt
1021224025534038740,1803.0,2,2.0,44,Entire home/apt
36866291,765000.0,2,1.0,0,Private room
1435846913203157576,751.0,3,1.0,1,Private room
17421665,598.0,2,1.0,82,Private room
1125521479843558128,2848.0,4,2.0,11,Entire home/apt
22544765,886.0,2,1.0,278,Entire home/apt
22925019,814.0,4,1.0,260,Entire home/apt
1516104509236224477,1731.0,6,2.0,0,Entire home/apt
18878505,499.0,1,1.0,248,Private room
50331521,2216.0,4,2.0,226,Entire home/apt
45240631,826.0,2,1.0,45,Private room
1216772901906443560,1362.0,4,0.0,0,Entire home/apt
571855284614362045,409.0,2,1.0,10,Private room
45371347,173.0,1,1.0,6,Private room
1209639789035290977,1729.0,4,2.0,26,Entire home/apt
1242137557618244323,2598.0,2,1.0,80,Entire home/apt
44032568,520.0,4,2.0,142,Entire home/apt
712452943488297363,450.0,2,1.0,3,Private room
37462997,729.0,2,1.0,390,Entire home/apt
554996731005280127,1337.0,2,1.0,2,Entire home/apt
1435870252497625931,564.0,2,1.0,3,Private room
952891357354785194,231.0,1,1.0,1,Private room
47080420,445.0,4,1.0,65,Private room
904289658425443493,4478.0,4,2.0,9,Entire home/apt
1367429006764368165,428.0,2,1.0,44,Private room
1471365070944496531,814.0,2,1.0,6,Private room
947216370652101060,950.0,4,2.0,56,Entire home/apt
23996666,605.0,6,2.0,118,Entire home/apt
34042593,469.0,2,3.0,1,Private room
1497837326527303758,1275.0,2,1.0,3,Entire home/apt
1192688837416151715,1701.0,2,1.0,3,Private room
1256625934367415079,435.0,1,1.0,5,Private room
981377263163581277,2546.0,2,1.0,1,Private room
1442260107701569934,1378.0,2,1.0,2,Entire home/apt
867651797756535230,1260.0,5,2.0,49,Entire home/apt
1203180599462384196,1331.0,1,1.0,0,Private room
1230681778034907326,765.0,2,1.0,22,Private room
1029767812053265365,1851.0,8,3.0,40,Entire home/apt
1332199181314108363,270.0,1,1.0,10,Private room
1500173954838153757,1416.0,3,1.0,0,Private room
948161348283351269,255.0,1,1.0,20,Private room
1213909899248129915,568.0,4,1.0,85,Entire home/apt
885808518055987479,2700.0,4,2.0,0,Entire home/apt
50385346,1297.0,6,3.0,78,Entire home/apt
1395671363792154990,1343.0,3,2.0,23,Entire home/apt
47410136,1700.0,8,1.0,148,Entire home/apt
40535720,1436.0,4,1.0,107,Private room
807895522266262959,2496.0,4,2.0,132,Entire home/apt
32163399,335.0,2,1.0,2,Private room
1139288969201717005,1732.0,4,1.0,21,Entire home/apt
785615347172607622,1395.0,2,1.0,121,Entire home/apt
918072721597921863,701.0,3,1.0,28,Entire home/apt
41034061,646.0,2,1.0,188,Entire home/apt
49882466,827.0,2,1.0,95,Entire home/apt
1345091906427894308,457.0,5,1.0,15,Entire home/apt
40570665,583.0,2,0.0,28,Entire home/apt
1210488630899730444,900.0,2,1.0,68,Entire home/apt
994151562714448327,2225.0,6,1.0,6,Entire home/apt
640581885400165694,669.0,2,1.0,18,Private room
1483804263449099233,1357.0,8,3.0,2,Entire home/apt
46023042,641.0,4,2.0,113,Entire home/apt
1147267623538150615,516.0,2,1.0,0,Private room
988578837155085165,3854.0,3,2.0,18,Entire home/apt
772625299205208999,858.0,2,1.0,65,Entire home/apt
1406722872458323302,2104.0,2,1.0,3,Entire home/apt
52671280,989.0,4,2.0,41,Entire home/apt
24369561,1525.0,2,1.0,460,Entire home/apt
1277918793335437822,1805.0,8,3.0,2,Entire home/apt
929048142238061599,1540.0,10,3.0,0,Private room
602133590693486226,1216.0,4,1.0,128,Entire home/apt
1400162085582136087,150.0,3,1.0,10,Shared room
634734043879127883,7429.0,5,2.0,1,Entire home/apt
1100069630940598955,770.0,2,1.0,265,Private room
944994981535807012,1055.0,2,1.0,265,Entire home/apt
28636604,320.0,1,1.0,1,Private room
39794007,4527.0,4,2.0,107,Entire home/apt
44035705,3270.0,3,2.0,0,Entire home/apt
853035718682800812,1698.0,4,1.0,17,Private room
1015436684917612878,1301.0,5,1.0,30,Entire home/apt
847942237934394301,1509.0,4,2.0,52,Entire home/apt
34739404,1035.0,6,2.0,104,Entire home/apt
781513347411113318,1012.0,5,1.0,31,Entire home/apt
1179025181858152594,399.0,2,1.0,1,Private room
1376785033199591088,2809.0,6,2.0,19,Entire home/apt
673118487179763079,760.0,4,2.0,59,Entire home/apt
9993881,493.0,2,0.0,163,Entire home/apt
1366078007168988413,400.0,2,1.0,0,Private room
999874278792013695,1088.0,2,1.0,66,Entire home/apt
1425058224181593145,704.0,2,1.0,6,Entire home/apt
1446671976083638762,1267.0,3,1.0,4,Entire home/apt
2702917,563.0,1,0.0,21,Entire home/apt
1128199212085545866,1241.0,4,1.0,9,Entire home/apt
735460714939290476,701.0,2,1.0,117,Private room
1481254351908858963,3922.0,2,1.0,0,Private room
24188110,1240.0,4,2.0,69,Entire home/apt
24317411,827.0,2,1.0,307,Private room
862629875848509654,855.0,4,2.0,39,Entire home/apt
1395682093413920500,248.0,1,1.0,1,Private room
1035540474094444202,1372.0,2,1.0,56,Entire home/apt
46169006,824.0,3,1.0,102,Entire home/apt
1057436581860250641,25067.0,12,3.0,0,Entire home/apt
1189977737318449010,637.0,3,1.0,36,Private room
1100137214133902592,570.0,3,1.0,1,Entire home/apt
913084,743.0,4,2.0,181,Entire home/apt
1089416106319343231,517.0,3,1.0,144,Private room
31315726,692.0,4,1.0,4,Hotel room
1039379442991738898,986.0,3,2.0,23,Entire home/apt
1136898273821540267,1005.0,2,1.0,15,Entire home/apt
5171464,902.0,4,1.0,374,Entire home/apt
1274306542275401172,994.0,4,1.0,4,Entire home/apt
28640705,760.0,4,2.0,14,Entire home/apt
644300580283800938,3230.0,4,2.0,75,Entire home/apt
14917284,570.0,1,1.0,335,Private room
30043283,1883.0,3,1.0,286,Entire home/apt
1497469766367259038,3646.0,2,1.0,0,Private room
819219488119305028,765.0,2,1.0,26,Private room
1292511140060469974,1526.0,4,2.0,25,Entire home/apt
1405754617778294935,384.0,1,1.0,0,Private room
52618834,1416.0,3,3.0,83,Entire home/apt
29565637,1096.0,4,2.0,0,Entire home/apt
817344791084683632,1199.0,2,1.0,5,Private room
1436260672882430322,386.0,3,1.0,4,Private room
1015913440855106635,1625.0,2,1.0,16,Private room
39134815,3545.0,6,2.0,4,Entire home/apt
1281106460769331167,2064.0,4,1.0,42,Entire home/apt
1455453505282147719,1234.0,4,1.0,0,Entire home/apt
37605919,1764.0,4,2.0,58,Entire home/apt
30799600,360.0,1,7.0,4,Private room
838014355365580242,308.0,1,1.0,23,Private room
43884149,456.0,3,1.0,94,Entire home/apt
1000689052224527130,1252.0,4,2.0,19,Entire home/apt
1276141460364220237,2067.0,6,3.0,25,Entire home/apt
1244120883486810537,1680.0,2,1.0,73,Entire home/apt
25170031,1190.0,2,1.0,429,Entire home/apt
1463495725245573939,565.0,2,1.0,7,Private room
1387043108345302271,500.0,4,2.0,4,Entire home/apt
970980365250736539,3264.0,2,1.0,2,Entire home/apt
52437822,400.0,2,1.0,0,Private room
1464190955662187203,1318.0,2,1.0,2,Entire home/apt
15399316,366.0,1,1.0,10,Private room
1224273315590359765,450.0,4,1.0,95,Entire home/apt
7304776,422.0,5,1.0,50,Private room
1081127985453093737,1095.0,4,1.0,46,Entire home/apt
1257382873172774821,1182.0,3,1.0,21,Entire home/apt
5007117,5509.0,4,4.0,0,Entire home/apt
1489309171785798777,404.0,1,1.0,0,Private room
1487848794780452988,1055.0,2,1.0,0,Entire home/apt
26054630,1189.0,4,2.0,225,Entire home/apt
1477828902790737951,512.0,2,1.0,15,Private room
10502006,1174.0,3,1.0,244,Entire home/apt
1464718523763030728,1483.0,3,1.0,1,Entire home/apt
779933326576249581,1500.0,4,2.0,20,Entire home/apt
1335699221147359352,848.0,4,2.0,2,Entire home/apt
32428779,840.0,2,1.0,20,Private room
35940028,2046.0,5,2.0,235,Entire home/apt
556726925500893768,225.0,2,1.0,0,Private room
1055075859750840125,880.0,2,1.0,6,Private room
1501098055565256962,695.0,3,1.0,1,Private room
33331130,862.0,7,2.0,192,Entire home/apt
1403836890497612197,3962.0,4,1.0,0,Entire home/apt
1508338049528127672,1249.0,4,3.0,0,Entire home/apt
1417424690359800072,691.0,6,1.0,0,Private room
1451816512385216330,2292.0,5,3.0,2,Entire home/apt
990530046455831660,1664.0,3,1.0,1,Entire home/apt
1334177942761267372,2944.0,2,1.0,77,Entire home/apt
1147966397924991528,1534.0,4,2.0,21,Entire home/apt
1486062856014529002,1750.0,2,1.0,1,Entire home/apt
816948059999889619,2000.0,2,1.0,0,Entire home/apt
893568279061916323,4200.0,4,2.0,12,Entire home/apt
53843555,732.0,4,1.0,111,Private room
1023422219883538176,1150.0,4,2.0,10,Entire home/apt
1068844498667654042,1452.0,7,2.0,5,Entire home/apt
716526290713608865,1029.0,2,1.0,121,Entire home/apt
1354010871005917747,389.0,2,1.0,3,Private room
28719788,814.0,2,1.0,9,Private room
1411797459625080569,809.0,2,1.0,8,Entire home/apt
1479162028177989287,1026.0,2,1.0,7,Entire home/apt
748810074449791012,1104.0,8,2.0,239,Entire home/apt
1057111854092999323,1748.0,2,1.0,8,Entire home/apt
37130324,441.0,2,1.0,29,Private room
36363769,702.0,2,1.0,114,Private room
568723159459585518,1855.0,3,1.0,129,Entire home/apt
793083835148377484,1093.0,1,0.0,1,Entire home/apt
1391034715011241961,1482.0,4,2.0,1,Entire home/apt
1148047361708976933,1181.0,4,1.0,44,Entire home/apt
1346786254623277572,1253.0,5,3.0,15,Entire home/apt
1510301648628089780,1208.0,2,1.0,0,Entire home/apt
1074114422919256452,1205.0,4,1.0,103,Entire home/apt
28333602,1089.0,5,2.0,16,Entire home/apt
1289990223663620981,1390.0,3,2.0,5,Entire home/apt
809450421275577587,776.0,2,1.0,67,Private room
803199335180295012,465.0,7,2.0,47,Entire home/apt
35548527,984.0,2,1.0,237,Entire home/apt
1334897888358228752,739.0,2,1.0,7,Private room
1381153437283833520,963.0,4,2.0,18,Entire home/apt
1376314243678487844,3561.0,4,2.0,0,Entire home/apt
1281251991276283564,580.0,2,1.0,15,Private room
890111722317288907,1890.0,4,2.0,24,Entire home/apt
54165710,992.0,2,1.0,1,Entire home/apt
1419996618463802281,756.0,2,1.0,34,Private room
36037441,4500.0,4,1.0,0,Entire home/apt
23505336,750.0,1,1.0,11,Private room
29059482,1322.0,3,1.0,77,Entire home/apt
758766463313304614,763.0,4,0.0,136,Entire home/apt
38780248,868.0,2,1.0,97,Entire home/apt
45548127,16361.0,4,2.0,0,Entire home/apt
3944872,1323.0,2,1.0,85,Entire home/apt
11535270,2150.0,2,1.0,85,Entire home/apt
1211861077165785472,2394.0,4,2.0,33,Entire home/apt
42469814,1180.0,4,2.0,153,Entire home/apt
19302483,1037.0,2,1.0,291,Entire home/apt
53219374,8198.0,6,2.0,22,Entire home/apt
818294252002031241,1498.0,4,1.0,36,Entire home/apt
752774439589678185,1500.0,3,1.0,2,Entire home/apt
15554178,1318.0,2,1.0,11,Private room
1364647718321288551,755.0,2,1.0,8,Private room
1045033445408147023,1301.0,2,1.0,27,Entire home/apt
603822560772815280,1584.0,6,2.0,118,Entire home/apt
716025034710143922,792.0,2,1.0,36,Entire home/apt
1292364780114662366,2436.0,10,5.0,3,Entire home/apt
805783832283013697,1240.0,3,1.0,3,Entire home/apt
1299690677092334838,821.0,5,2.0,11,Entire home/apt
1274608131817499116,2090.0,6,3.0,34,Entire home/apt
588639002862343008,550.0,3,1.0,30,Private room
918672390854182877,540.0,2,1.0,48,Private room
1366028416458476620,1080.0,4,2.0,16,Entire home/apt
1350226038985123463,3017.0,4,2.0,5,Entire home/apt
7367265,3274.0,4,2.0,223,Entire home/apt
1285589275288405733,447.0,1,1.0,5,Private room
46508520,1484.0,2,1.0,24,Entire home/apt
947792677512707552,3018.0,8,3.0,70,Entire home/apt
16588711,2251.0,4,2.0,329,Entire home/apt
1434435573113193122,1582.0,5,2.0,8,Entire home/apt
32524460,1032.0,4,1.0,85,Private room
1073799414403707668,659.0,2,1.0,5,Private room
1288513129969340252,4500.0,2,1.0,0,Private room
934842581628815699,1542.0,2,1.0,25,Private room
30940030,1300.0,2,1.0,81,Entire home/apt
727580637058153870,1019.0,2,1.0,255,Entire home/apt
1097913153349999436,722.0,5,2.0,52,Entire home/apt
613669123331321128,957.0,3,1.0,223,Entire home/apt
1323335356935340256,1118.0,6,2.0,18,Entire home/apt
1360202177806420716,1200.0,2,1.0,18,Private room
1337256204812663124,720.0,1,1.0,0,Private room
1179059246825408901,355.0,1,4.0,23,Private room
33616479,650.0,4,2.0,114,Entire home/apt
33476904,1152.0,4,2.0,6,Entire home/apt
1366373544081418448,635.0,2,1.0,0,Private room
821173087239198788,488.0,2,1.0,182,Private room
950740555715596034,780.0,4,2.0,51,Entire home/apt
1187612747034614359,926.0,2,1.0,11,Entire home/apt
