id,price,accommodates,bedrooms,number_of_reviews,room_type
990742368339110093,789.0,2,1.0,4,Entire home/apt
1159717979604172406,1372.0,2,1.0,44,Entire home/apt
12008058,5619.0,4,2.0,79,Hotel room
2444573,1102.0,2,1.0,24,Entire home/apt
1445232172223781379,1483.0,2,1.0,33,Entire home/apt
52918030,733.0,1,1.0,0,Private room
714815412788245307,1443.0,4,2.0,25,Entire home/apt
32591766,450.0,2,1.0,60,Private room
36316339,1126.0,3,1.0,295,Entire home/apt
970979206202060647,3069.0,2,1.0,5,Entire home/apt
930494437162501065,4062.0,2,1.0,9,Entire home/apt
53095958,612.0,3,1.0,36,Private room
1314550026854296039,784.0,3,1.0,32,Entire home/apt
1317589557015850538,3060.0,4,2.0,0,Entire home/apt
754510819384778167,1150.0,3,2.0,45,Entire home/apt
38559645,641.0,2,1.0,2,Private room
1039277980797215283,1973.0,6,3.0,45,Entire home/apt
1296642711739536076,1301.0,2,2.0,6,Entire home/apt
1398910873061154993,972.0,4,1.0,15,Entire home/apt
27480739,1759.0,4,2.0,160,Entire home/apt
45670457,915.0,3,1.0,164,Entire home/apt
1089420736380631378,910.0,2,1.0,32,Entire home/apt
51820053,955.0,2,1.0,22,Private room
1248602364933252706,1544.0,8,2.0,38,Entire home/apt
1263323448232474262,701.0,2,1.0,21,Entire home/apt
34978803,1797.0,4,2.0,139,Entire home/apt
921172795255313565,7736.0,4,3.0,4,Entire home/apt
1016802446833627019,1994.0,3,1.0,133,Entire home/apt
629911289015938699,392.0,3,1.0,2,Private room
48321733,270.0,1,1.0,0,Private room
637972751113816289,1579.0,6,2.0,69,Entire home/apt
53663006,1177.0,4,1.0,8,Private room
906664204053564318,3000.0,16,1.0,0,Private room
1250988803852160285,967.0,4,2.0,86,Entire home/apt
46690881,666.0,2,1.0,33,Private room
652285983301226405,1934.0,6,3.0,8,Entire home/apt
1293890020034390660,6300.0,16,1.0,0,Entire home/apt
1157221492851549784,1355.0,6,2.0,33,Entire home/apt
1006167169492206825,4341.0,6,3.0,40,Entire home/apt
52948949,1033.0,4,1.0,69,Entire home/apt
1175546929316175203,702.0,2,1.0,12,Private room
1044559347351217059,518.0,2,1.0,180,Private room
48209768,1292.0,2,1.0,160,Entire home/apt
1192127838019237622,1791.0,4,1.0,18,Private room
1390116363890297145,1811.0,6,3.0,14,Entire home/apt
612937381022909617,8289.0,16,6.0,71,Entire home/apt
33912126,1257.0,5,2.0,331,Entire home/apt
53154761,2300.0,4,2.0,9,Entire home/apt
34127465,984.0,6,2.0,6,Entire home/apt
1248972294422504363,629.0,2,1.0,16,Entire home/apt
1242270410823874943,1164.0,2,1.0,225,Entire home/apt
25868032,506.0,2,1.0,131,Private room
1097182221929880472,650.0,2,1.0,3,Private room
1192889739316773835,2016.0,9,3.0,55,Entire home/apt
51348811,1179.0,2,1.0,48,Entire home/apt
1018963981948468157,2309.0,3,1.0,28,Entire home/apt
772400173476361322,9785.0,10,4.0,88,Entire home/apt
53476495,1620.0,6,3.0,22,Entire home/apt
1138556131835849684,1369.0,2,0.0,67,Entire home/apt
794820247223725499,320.0,1,1.0,0,Private room
19712271,1539.0,2,1.0,277,Entire home/apt
1112642571550552967,419.0,2,1.0,57,Entire home/apt
859521763524508888,1047.0,5,2.0,77,Entire home/apt
1085783716497992841,495.0,1,1.0,0,Private room
1052874102314225353,1250.0,5,2.0,13,Private room
1260886616120736311,1195.0,4,2.0,27,Entire home/apt
1021228278300790042,687.0,2,1.0,117,Private room
1122547009731514819,699.0,2,1.0,45,Entire home/apt
1494107669920758734,782.0,4,1.0,2,Entire home/apt
52243074,362.0,1,1.0,13,Private room
973965477226374535,867.0,4,2.0,23,Entire home/apt
1310984061024216370,1170.0,2,1.0,6,Private room
818107029061431664,1266.0,4,2.0,98,Entire home/apt
1221854083610252319,1300.0,4,2.0,5,Entire home/apt
1425318961509900576,2448.0,2,1.0,0,Entire home/apt
52029936,988.0,4,2.0,161,Entire home/apt
1253256199144440125,428.0,1,1.0,31,Private room
1465345864032386052,359.0,1,1.0,2,Private room
777668762260186913,1404.0,2,1.0,78,Entire home/apt
1223341157398276545,15307.0,16,8.0,0,Entire home/apt
976260184078678524,654.0,4,2.0,18,Entire home/apt
1129010845710558636,305.0,2,1.0,91,Private room
1919438,1012.0,3,1.0,321,Entire home/apt
1095163597413051858,958.0,2,1.0,59,Entire home/apt
35378879,1445.0,6,2.0,120,Entire home/apt
785714720059114706,1413.0,2,1.0,116,Entire home/apt
1111782053535307427,599.0,2,1.0,83,Entire home/apt
1405268953135560215,720.0,2,1.0,3,Private room
33716213,1093.0,6,3.0,654,Entire home/apt
1308077612131169930,855.0,4,2.0,20,Entire home/apt
47902765,767.0,5,1.0,28,Entire home/apt
1436425782493818668,888.0,1,1.0,3,Private room
17574415,1191.0,2,1.0,83,Entire home/apt
1202994828604600117,720.0,3,2.0,2,Entire home/apt
816758145623999944,1632.0,7,2.0,44,Entire home/apt
44206643,911.0,3,1.0,180,Entire home/apt
46156269,2625.0,2,1.0,0,Private room
684874774522976878,6235.0,4,2.0,54,Entire home/apt
1385054993466653991,1416.0,3,1.0,8,Entire home/apt
47785203,1264.0,4,2.0,14,Entire home/apt
1173576700935539544,1095.0,3,3.0,11,Entire home/apt
1353365609691928348,172.0,1,1.0,1,Shared room
16365524,385.0,1,1.0,312,Private room
10271440,979.0,2,1.0,119,Entire home/apt
766664207517246884,693.0,1,1.0,2,Private room
1509829508524199571,1280.0,2,1.0,0,Entire home/apt
1495287115081135167,763.0,2,1.0,3,Private room
1114251166346423697,800.0,3,2.0,28,Entire home/apt
994228194604723337,425.0,2,1.0,78,Private room
3386326,1539.0,4,2.0,46,Entire home/apt
30452635,1198.0,8,3.0,474,Entire home/apt
2112138,792.0,2,1.0,37,Entire home/apt
53767378,1649.0,4,1.0,83,Private room
1296455946822471089,441.0,3,1.0,8,Private room
844315294142367412,800.0,2,1.0,8,Entire home/apt
14362672,360.0,1,1.0,16,Private room
1450855720077845645,529.0,2,1.0,12,Entire home/apt
1182047773202804360,676.0,4,1.0,81,Entire home/apt
851007023446383278,1595.0,5,2.0,31,Entire home/apt
1426305135819130332,2770.0,16,7.0,0,Entire home/apt
18770807,2024.0,4,2.0,96,Entire home/apt
1478544131146431920,588.0,2,1.0,3,Entire home/apt
607911259432624327,1700.0,5,2.0,54,Entire home/apt
780383774748990827,414.0,2,1.0,99,Private room
41685810,488.0,1,1.0,2,Private room
1129811277434726895,456.0,2,1.0,19,Private room
893137838179100875,1297.0,2,0.0,16,Entire home/apt
1237938488681378289,560.0,3,1.0,18,Entire home/apt
545617811983444071,2853.0,6,3.0,6,Entire home/apt
897081823024775965,333.0,1,1.0,0,Private room
794901213848855468,1365.0,4,2.0,77,Entire home/apt
1151009999571076759,1080.0,2,1.0,10,Private room
927791640993167522,1412.0,3,1.0,30,Entire home/apt
676606203544815520,262.0,1,1.0,3,Private room
41777234,1582.0,2,1.0,11,Entire home/apt
831226564251337416,1046.0,2,1.0,8,Entire home/apt
745110334405587295,700.0,3,1.0,17,Private room
1089426004278475693,438.0,2,1.0,121,Private room
52824244,1066.0,6,3.0,53,Entire home/apt
45206932,3000.0,2,1.0,5,Entire home/apt
22262730,9035.0,16,8.0,154,Entire home/apt
1284339419587705239,559.0,2,1.0,1,Private room
612197320407743604,297.0,1,1.0,3,Private room
1512691417214855704,2219.0,2,1.0,0,Entire home/apt
19914427,1947.0,2,1.0,16,Entire home/apt
1070236449007000751,1440.0,3,1.0,25,Entire home/apt
53131630,354.0,2,1.0,10,Private room
1076869981522649085,1238.0,2,1.0,34,Entire home/apt
947249375700979288,400.0,1,1.0,0,Private room
948014533593307710,1880.0,6,2.0,109,Entire home/apt
11273597,722.0,2,1.0,217,Private room
48301284,718.0,2,2.0,16,Entire home/apt
14489062,2320.0,6,2.0,52,Entire home/apt
832166929737737693,243.0,2,1.0,27,Private room
1235084770044415655,751.0,4,1.0,16,Private room
1294403220472517616,1963.0,4,2.0,3,Entire home/apt
786399338119374130,1903.0,6,2.0,15,Entire home/apt
984908604971413233,966.0,4,1.0,50,Entire home/apt
17653910,340.0,1,1.0,9,Private room
42929288,264.0,2,1.0,4,Private room
1486410957474837722,10683.0,4,2.0,0,Entire home/apt
27636792,675.0,4,2.0,265,Entire home/apt
20728464,1053.0,2,1.0,3,Entire home/apt
1158162452236717941,1200.0,3,2.0,21,Entire home/apt
22910807,1620.0,4,1.0,1,Private room
1269489101995185108,1409.0,5,2.0,34,Entire home/apt
1287768269126938662,539.0,2,1.0,6,Private room
35389735,2928.0,5,2.0,125,Entire home/apt
1503101757951357729,1371.0,2,1.0,0,Entire home/apt
574636407452754140,1199.0,2,0.0,33,Private room
53432946,3016.0,4,2.0,5,Entire home/apt
1424982328092863234,1200.0,4,1.0,0,Entire home/apt
53612780,1537.0,2,1.0,200,Entire home/apt
1201604960350735021,476.0,2,1.0,71,Private room
1190859233321582175,980.0,2,1.0,7,Entire home/apt
504255823943920663,1672.0,2,1.0,19,Entire home/apt
1475565086344771747,1983.0,2,1.0,0,Entire home/apt
28612841,320.0,1,1.0,9,Private room
1067525972749380934,463.0,2,1.0,32,Private room
14710924,550.0,2,1.0,38,Private room
44103053,1482.0,4,2.0,56,Entire home/apt
1237871461145627713,1288.0,2,1.0,50,Entire home/apt
1247361958953069679,836.0,2,1.0,26,Entire home/apt
643640797583488940,1071.0,2,1.0,11,Private room
1237068139328967554,7200.0,1,1.0,0,Private room
1162645796196332514,998.0,3,2.0,29,Entire home/apt
48942501,10269.0,13,7.0,29,Entire home/apt
19950103,608.0,4,2.0,13,Entire home/apt
43206686,2511.0,5,3.0,21,Entire home/apt
981272038976363554,558.0,2,1.0,83,Private room
834243513777900752,500.0,2,1.0,1,Entire home/apt
49257193,1158.0,3,1.0,142,Entire home/apt
869521530420176351,632.0,4,1.0,149,Entire home/apt
1187088677896295430,1822.0,3,1.0,181,Private room
1166901358283319094,1241.0,2,1.0,8,Private room
1071951389928987963,1112.0,5,1.0,155,Entire home/apt
1428356576500904028,1233.0,5,2.0,9,Entire home/apt
795232300292243345,2117.0,4,2.0,94,Entire home/apt
52897994,839.0,2,1.0,11,Entire home/apt
22240715,529.0,3,1.0,276,Entire home/apt
737207810237241781,3500.0,7,4.0,0,Entire home/apt
1395853416796760193,1075.0,4,2.0,5,Entire home/apt
1399397339585823204,6031.0,2,1.0,0,Entire home/apt
22734277,1329.0,2,1.0,118,Entire home/apt
1121182454108780742,2565.0,4,2.0,6,Entire home/apt
41980075,855.0,2,1.0,45,Private room
37326050,6806.0,2,1.0,46,Hotel room
1422838357609557572,5680.0,2,1.0,0,Private room
53949279,5842.0,8,3.0,140,Entire home/apt
29410960,254.0,1,1.0,23,Private room
953153990643240962,697.0,2,1.0,24,Private room
21207483,523.0,2,1.0,26,Private room
51597557,1710.0,4,1.0,64,Entire home/apt
1105814008116647793,916.0,2,1.0,30,Entire home/apt
860287984314007850,743.0,2,1.0,105,Entire home/apt
1184743720199747218,601.0,3,1.0,26,Entire home/apt
51847015,945.0,4,1.0,231,Private room
1416206964454719948,1086.0,2,0.0,18,Entire home/apt
50404628,736.0,2,1.0,113,Entire home/apt
918172418898720470,4781.0,6,3.0,49,Entire home/apt
19660318,450.0,1,1.0,42,Private room
38954767,7562.0,7,3.0,122,Entire home/apt
53463475,860.0,4,2.0,136,Entire home/apt
12223480,1117.0,2,1.0,279,Entire home/apt
1375556092884351343,1639.0,2,1.0,2,Private room
1455896557806470131,364.0,2,1.0,5,Private room
863258621011298260,1276.0,4,2.0,33,Entire home/apt
36642173,833.0,3,0.0,300,Entire home/apt
12932114,2361.0,2,1.0,88,Entire home/apt
879004257973045637,953.0,4,2.0,93,Entire home/apt
702104460419471948,2114.0,3,2.0,49,Entire home/apt
38698115,948.0,5,2.0,76,Entire home/apt
12868857,1288.0,2,2.0,3,Entire home/apt
765115387531216675,2500.0,4,2.0,2,Entire home/apt
1463685980727270433,1109.0,2,1.0,0,Entire home/apt
1040110714840960967,1085.0,4,2.0,23,Entire home/apt
1442442775471561497,1190.0,2,1.0,0,Entire home/apt
741557,1157.0,2,1.0,7,Entire home/apt
33732841,1992.0,6,2.0,312,Entire home/apt
43713007,682.0,2,0.0,90,Private room
852193953766031272,1059.0,4,2.0,29,Entire home/apt
52587041,1190.0,5,2.0,62,Entire home/apt
29157206,813.0,2,1.0,874,Entire home/apt
42411084,389.0,3,1.0,138,Private room
1098841873541053866,855.0,6,3.0,35,Entire home/apt
1009609593465954876,1906.0,4,2.0,95,Entire home/apt
687959824864898814,1618.0,2,1.0,20,Entire home/apt
1508251223914761767,2115.0,7,3.0,0,Entire home/apt
1232067143882605449,1327.0,4,2.0,1,Entire home/apt
1298896276730728932,758.0,2,1.0,11,Private room
752430663609126633,612.0,2,1.0,0,Private room
53595748,1455.0,2,1.0,0,Private room
48532809,497.0,2,1.0,39,Private room
28520107,312.0,1,1.0,23,Private room
1261703390010175904,1620.0,4,1.0,14,Entire home/apt
913036088909257184,1640.0,2,1.0,46,Private room
1183431082893996025,16438.0,2,1.0,0,Private room
1292805835557273281,1045.0,4,2.0,34,Entire home/apt
736685544211388016,675.0,2,1.0,9,Private room
1476862384066014623,800.0,2,1.0,10,Entire home/apt
1130779286420185899,1209.0,4,1.0,12,Entire home/apt
5512602,1249.0,2,1.0,171,Entire home/apt
989223837080171238,361.0,1,1.0,0,Private room
42560489,826.0,2,1.0,4,Private room
9759798,718.0,2,1.0,112,Private room
1275355694671262304,2153.0,3,1.0,50,Entire home/apt
978239391122280027,1658.0,3,1.0,33,Entire home/apt
1016819024457171972,460.0,2,1.0,17,Private room
32206204,630.0,1,0.0,2,Private room
1434873995839567900,4659.0,6,3.0,3,Entire home/apt
715866014673131261,753.0,2,1.0,102,Private room
1147960956890574385,1265.0,2,1.0,24,Entire home/apt
1368816871166989114,745.0,5,2.0,10,Entire home/apt
856044118206508100,5400.0,2,1.0,4,Entire home/apt
12814363,180.0,1,1.0,18,Private room
775966413526471261,1612.0,6,2.0,3,Entire home/apt
904412536042078318,2406.0,6,3.0,35,Entire home/apt
24654866,745.0,5,2.0,512,Entire home/apt
47508343,925.0,3,2.0,9,Entire home/apt
1179076110714833836,796.0,3,2.0,10,Entire home/apt
1488696673420127179,1259.0,6,2.0,0,Entire home/apt
1219882863076745710,720.0,1,1.0,0,Private room
1285794233598016204,731.0,1,1.0,26,Private room
940006423013891310,504.0,3,1.0,12,Entire home/apt
51505210,1440.0,4,2.0,139,Entire home/apt
1208762025242282067,846.0,2,1.0,30,Entire home/apt
1029785321004521851,804.0,4,1.0,26,Entire home/apt
1074170515038544219,585.0,2,0.0,6,Entire home/apt
1499530472239018795,388.0,2,1.0,2,Private room
710291787553971705,606.0,2,1.0,8,Private room
24993168,341.0,2,1.0,37,Private room
1398091382538826591,450.0,1,1.0,0,Private room
680462330468213809,525.0,2,1.0,8,Private room
1268145228391884341,3681.0,3,1.0,16,Entire home/apt
700042799704099444,819.0,2,1.0,92,Private room
43833729,564.0,2,1.0,18,Private room
1363993666158614312,352.0,2,1.0,2,Private room
1479982022070720939,3933.0,2,1.0,0,Private room
11738597,721.0,5,3.0,54,Entire home/apt
659829698515909944,1442.0,4,2.0,103,Entire home/apt
50991887,333.0,2,1.0,48,Private room
653538223925494200,3831.0,8,4.0,4,Entire home/apt
32899927,1624.0,4,1.0,186,Entire home/apt
1470728530627064991,465.0,2,1.0,21,Entire home/apt
1332598706776442894,1057.0,2,1.0,53,Private room
618016171000922207,9800.0,2,1.0,43,Entire home/apt
44596671,3615.0,2,1.0,54,Entire home/apt
34912779,1625.0,4,4.0,0,Entire home/apt
694246099749373340,1883.0,4,2.0,68,Entire home/apt
8408560,473.0,2,1.0,70,Entire home/apt
53942668,634.0,2,1.0,21,Entire home/apt
686500963354234041,877.0,2,1.0,191,Entire home/apt
1076857857474098141,3440.0,8,4.0,11,Entire home/apt
649411674948797370,385.0,2,2.0,59,Private room
41661832,350.0,2,1.0,11,Private room
1499544431357431841,1254.0,6,2.0,4,Entire home/apt
42863564,856.0,2,1.0,1,Private room
1501008706104023374,315.0,1,1.0,4,Entire home/apt
968146279163712262,33600.0,7,3.0,2,Entire home/apt
16976596,1097.0,5,2.0,72,Entire home/apt
836161334873201721,2140.0,2,1.0,5,Private room
913726283762985005,1150.0,2,1.0,85,Entire home/apt
968205783538944259,367.0,1,1.0,25,Private room
14296638,312.0,1,1.0,0,Private room
53642752,7975.0,8,3.0,44,Entire home/apt
595170631713544904,410.0,2,1.0,30,Private room
1228394040230480856,636.0,2,2.0,35,Private room
25977291,744.0,2,1.0,252,Entire home/apt
1925256,1701.0,2,1.0,53,Private room
1261868594102906534,1727.0,4,2.0,42,Entire home/apt
29967925,532.0,2,1.0,194,Private room
1204578347459915029,300.0,1,1.0,18,Private room
1440326052517492531,782.0,2,1.0,4,Entire home/apt
30537467,1018.0,4,2.0,225,Entire home/apt
852980928120092765,500.0,3,1.0,5,Entire home/apt
48980627,2634.0,5,3.0,43,Entire home/apt
1092921294008867056,3555.0,5,2.0,288,Entire home/apt
30124813,500.0,2,1.0,0,Private room
1158860422471220224,571.0,1,1.0,27,Private room
1295214531365333876,1410.0,6,3.0,25,Entire home/apt
844118313505318758,329.0,1,1.0,61,Entire home/apt
42101063,1019.0,2,1.0,2,Private room
20073627,780.0,4,2.0,32,Entire home/apt
1271401078991718918,441.0,2,1.0,29,Private room
19141760,827.0,4,1.0,34,Private room
683968470145626766,595.0,2,1.0,9,Private room
1242275847085575006,1260.0,2,1.0,91,Entire home/apt
1193088033208907912,419.0,2,1.0,22,Entire home/apt
7150076,1715.0,8,2.0,83,Entire home/apt
1513110622820994512,1223.0,6,2.0,0,Entire home/apt
582596078470554414,836.0,2,1.0,41,Private room
715833388386149443,1015.0,2,1.0,4,Private room
1084271607571348708,4764.0,8,3.0,16,Entire home/apt
22377000,300.0,1,5.0,35,Private room
1370542331332767207,929.0,5,2.0,13,Entire home/apt
34135077,1463.0,2,1.0,146,Entire home/apt
599345168672399921,1743.0,4,2.0,19,Entire home/apt
1387135827251508862,1757.0,4,2.0,3,Entire home/apt
51467955,998.0,5,2.0,101,Entire home/apt
1501840359065224127,1018.0,3,0.0,1,Entire home/apt
1496566708894429469,1588.0,3,1.0,6,Entire home/apt
1158885719677935322,2788.0,8,4.0,21,Entire home/apt
12829225,1172.0,3,1.0,181,Entire home/apt
1406793460071934151,547.0,3,1.0,5,Entire home/apt
36850225,1561.0,4,2.0,23,Entire home/apt
559360831111324495,9403.0,3,2.0,3,Entire home/apt
1102475901419744863,1616.0,2,1.0,147,Entire home/apt
1472936223279374612,238.0,2,1.0,2,Private room
1500769159321553704,1046.0,2,1.0,0,Entire home/apt
656532351702518471,1035.0,2,1.0,26,Entire home/apt
863882820223551834,751.0,2,1.0,14,Private room
770576414805120864,544.0,2,1.0,29,Private room
38159108,1860.0,2,0.0,245,Entire home/apt
25428079,158.0,1,1.0,10,Private room
660358143990488534,800.0,1,1.0,2,Entire home/apt
22983125,1183.0,3,0.0,408,Entire home/apt
1034163003564354317,960.0,2,1.0,5,Private room
43333200,774.0,2,1.0,40,Entire home/apt
23574546,747.0,9,3.0,279,Entire home/apt
42562911,300.0,2,1.0,25,Private room
37160127,1100.0,4,2.0,0,Entire home/apt
1479934494594008369,803.0,2,1.0,0,Entire home/apt
33428466,700.0,1,1.0,12,Private room
38778769,866.0,4,1.0,139,Private room
1291460650858223723,637.0,2,1.0,41,Private room
643759738723318723,419.0,2,1.0,283,Entire home/apt
1137803887401145629,1237.0,3,1.0,25,Entire home/apt
776002346198979941,1311.0,4,1.0,43,Entire home/apt
1072410019446426834,895.0,4,2.0,67,Entire home/apt
49040223,172.0,4,2.0,48,Entire home/apt
17773339,331.0,1,1.0,1,Private room
53257822,1986.0,2,1.0,36,Entire home/apt
736434577124400709,11422.0,12,5.0,4,Entire home/apt
54161776,1121.0,3,2.0,24,Entire home/apt
1086217848894993304,580.0,1,1.0,21,Private room
1429885633867845107,771.0,2,1.0,37,Entire home/apt
1177033231111265047,656.0,4,2.0,84,Entire home/apt
16037944,7663.0,16,50.0,5,Entire home/apt
1511223943858552674,3933.0,4,2.0,0,Entire home/apt
15952315,931.0,4,0.0,44,Entire home/apt
33711032,4000.0,2,2.0,28,Entire home/apt
948402833912983184,820.0,2,1.0,43,Private room
712310421672651204,2643.0,5,3.0,42,Entire home/apt
785664454188106884,1367.0,2,1.0,79,Entire home/apt
15134629,838.0,4,2.0,67,Entire home/apt
21840318,1127.0,4,1.0,8,Entire home/apt
1159834946608215593,1155.0,2,1.0,2,Entire home/apt
635555181179663539,810.0,4,2.0,23,Entire home/apt
1061653260375435000,771.0,4,2.0,2,Entire home/apt
49215607,13645.0,10,4.0,68,Entire home/apt
686843235919791900,930.0,4,1.0,143,Entire home/apt
1442203983034002082,1300.0,2,1.0,0,Private room
785009444977796361,972.0,4,2.0,62,Entire home/apt
1132769380361472093,407.0,2,1.0,34,Private room
1212432038966532856,1428.0,4,2.0,91,Entire home/apt
1425610074264138812,3634.0,5,3.0,0,Entire home/apt
44684570,7475.0,4,1.0,66,Entire home/apt
1489081072681768593,1394.0,8,5.0,0,Entire home/apt
990773118582199402,1532.0,4,2.0,144,Entire home/apt
576894685773512398,1760.0,8,2.0,123,Entire home/apt
643551115662623809,1591.0,4,2.0,26,Entire home/apt
1426223153782162290,1183.0,6,3.0,23,Entire home/apt
1118395370579574994,1089.0,6,2.0,81,Entire home/apt
53605859,600.0,2,1.0,91,Private room
36775539,220.0,1,1.0,101,Private room
42205701,1165.0,3,1.0,106,Entire home/apt
994583887175084976,329.0,2,1.0,59,Private room
1371077774418547271,461.0,2,1.0,1,Private room
54259412,575.0,2,1.0,80,Private room
1150810243426456466,1535.0,4,2.0,32,Entire home/apt
903994753655428125,2015.0,4,2.0,26,Entire home/apt
1369975772602164605,1172.0,3,1.0,24,Entire home/apt
40862603,842.0,3,1.0,131,Entire home/apt
13415611,563.0,1,1.0,85,Private room
753195185015699938,1247.0,4,2.0,46,Entire home/apt
547405347067797593,252.0,1,1.0,27,Shared room
854280440113843752,361.0,1,1.0,13,Private room
606340440498831686,650.0,1,1.0,13,Private room
808479908460257812,1461.0,1,1.0,0,Private room
1279014423754641562,973.0,6,3.0,42,Entire home/apt
1127956108077958001,1008.0,4,2.0,30,Entire home/apt
39320596,573.0,6,1.0,2,Private room
30744515,475.0,3,1.0,220,Private room
553099256478263026,2694.0,2,1.0,30,Private room
22587388,410.0,1,1.0,85,Private room
1051715348642918854,2471.0,7,3.0,99,Entire home/apt
1269186386398371560,1211.0,5,3.0,19,Entire home/apt
1457679732992050715,464.0,1,1.0,2,Entire home/apt
579968941725050025,500.0,1,1.0,0,Private room
1013925791863842330,432.0,1,1.0,81,Private room
46797395,1573.0,7,2.0,37,Entire home/apt
936376125772035610,9900.0,16,6.0,14,Entire home/apt
1189750892132723079,1040.0,2,1.0,1,Private room
670954402532369840,4628.0,4,2.0,9,Entire home/apt
38958850,2925.0,9,3.0,0,Entire home/apt
1369705012680864983,276.0,1,1.0,1,Private room
50305243,5400.0,2,1.0,3,Private room
1069610720836416504,1139.0,2,1.0,54,Entire home/apt
1123180950343509608,2368.0,3,1.0,1,Entire home/apt
1440719347084390465,519.0,1,1.0,3,Private room
771919662231888902,7340.0,16,8.0,48,Entire home/apt
1331509760424937804,1746.0,4,2.0,9,Entire home/apt
835672927597909579,421.0,1,1.0,24,Private room
1020994575059343848,946.0,3,1.0,51,Entire home/apt
1379814270520534429,1624.0,6,2.0,6,Entire home/apt
43653301,1160.0,4,2.0,127,Entire home/apt
1447893763065486506,970.0,2,1.0,5,Entire home/apt
1437055507399317376,312.0,1,1.0,2,Shared room
26633803,2847.0,2,0.0,1,Private room
49499404,700.0,4,1.0,0,Entire home/apt
786263924177955470,656.0,2,1.0,105,Private room
46349107,384.0,1,1.0,0,Private room
1487905666268559169,530.0,4,1.0,0,Private room
793631066214230445,10981.0,16,9.0,5,Entire home/apt
1456244481493698523,266.0,2,1.0,2,Entire home/apt
1317540126381711246,4590.0,6,3.0,0,Entire home/apt
1206950587835054333,702.0,2,1.0,18,Private room
1084884590556335276,1200.0,2,1.0,0,Private room
171109,321.0,2,1.0,123,Private room
1151400719404548507,389.0,2,1.0,61,Private room
857285705595913966,3372.0,12,5.0,77,Entire home/apt
21694249,1612.0,4,2.0,315,Entire home/apt
37095453,1867.0,3,1.0,209,Entire home/apt
860508630906443647,2076.0,8,2.0,19,Entire home/apt
665841611666040077,4856.0,6,3.0,109,Entire home/apt
1121792520326552800,1187.0,2,1.0,13,Private room
1125729470431811019,799.0,4,2.0,32,Entire home/apt
950711327236942350,779.0,2,0.0,125,Entire home/apt
1197184331751285570,1592.0,6,2.0,12,Entire home/apt
1340642819384433400,657.0,2,1.0,9,Entire home/apt
1124301728075838392,238.0,2,1.0,4,Private room
1480518996304435457,1042.0,3,1.0,6,Private room
833358711131117335,1039.0,2,1.0,81,Entire home/apt
15813157,350.0,1,1.0,0,Private room
1244286656359695066,1410.0,5,3.0,6,Entire home/apt
1195695292091997314,2520.0,4,2.0,34,Entire home/apt
1018396429455899679,706.0,2,1.0,69,Entire home/apt
684380766665346497,527.0,2,1.0,37,Entire home/apt
52948580,1731.0,6,3.0,163,Entire home/apt
47733646,1248.0,4,2.0,556,Entire home/apt
7002882,232.0,1,1.0,13,Private room
36350458,3388.0,5,2.0,195,Entire home/apt
1445901911969440164,675.0,2,1.0,3,Private room
34179495,3422.0,9,3.0,347,Entire home/apt
51234669,1068.0,4,1.0,4,Entire home/apt
53277280,1730.0,6,3.0,53,Entire home/apt
1418272060118668954,698.0,2,1.0,1,Entire home/apt
1032187592293762864,411.0,2,1.0,65,Private room
54328585,1159.0,4,2.0,47,Entire home/apt
1508316396488977934,1318.0,2,1.0,0,Entire home/apt
1191574064188949206,542.0,4,2.0,14,Entire home/apt
1458016195935617641,750.0,3,1.0,9,Entire home/apt
50571308,1949.0,5,2.0,130,Entire home/apt
673134020795724672,2685.0,2,1.0,123,Entire home/apt
1300293300253200916,1301.0,2,1.0,28,Entire home/apt
1093661232311724401,981.0,5,2.0,14,Entire home/apt
1110953425037778856,2066.0,3,1.0,12,Entire home/apt
1498737809842129640,643.0,2,1.0,1,Entire home/apt
39317234,606.0,2,1.0,7,Private room
811801568298010503,450.0,1,1.0,11,Private room
43024031,3765.0,14,4.0,105,Entire home/apt
54079138,1067.0,3,1.0,201,Entire home/apt
555179456274948407,4928.0,3,1.0,18,Entire home/apt
45469255,740.0,4,2.0,44,Entire home/apt
639501330967219753,2556.0,4,2.0,65,Entire home/apt
1132803743233892402,1929.0,4,2.0,0,Entire home/apt
53157525,1333.0,3,2.0,22,Entire home/apt
634788820987210392,13771.0,16,11.0,41,Entire home/apt
568315380040939741,908.0,2,1.0,15,Entire home/apt
776058486684040432,1249.0,4,2.0,65,Entire home/apt
20520421,640.0,2,2.0,27,Private room
1505253556760507230,585.0,2,1.0,7,Private room
976821048951615247,1203.0,2,1.0,70,Entire home/apt
725596935806143924,2231.0,4,2.0,66,Entire home/apt
10727927,290.0,2,1.0,40,Private room
1236352600428185071,1542.0,6,2.0,28,Entire home/apt
1029685219551150341,1021.0,3,1.0,996,Entire home/apt
1136227367807252375,1398.0,4,2.0,57,Entire home/apt
700639719051731251,500.0,1,1.0,4,Private room
984361418604123700,2811.0,3,1.0,3,Entire home/apt
45701268,1863.0,2,1.0,186,Entire home/apt
797087004970181161,1600.0,4,2.0,30,Entire home/apt
1193522354239550043,1791.0,2,1.0,3,Private room
52739575,954.0,4,2.0,63,Entire home/apt
11885953,774.0,3,1.0,229,Entire home/apt
53495283,1103.0,4,2.0,169,Entire home/apt
